"","flgs","flgs_number","proto","proto_number","sport","dport","pkts","bytes","state","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnBPSrcIP","TnBPDstIP","TnP_PSrcIP","TnP_PDstIP","TnP_PerProto","TnP_Per_Dport","AR_P_Proto_P_SrcIP","AR_P_Proto_P_DstIP","N_IN_Conn_P_DstIP","N_IN_Conn_P_SrcIP","AR_P_Proto_P_Sport","AR_P_Proto_P_Dport","Pkts_P_State_P_Protocol_P_DestIP","Pkts_P_State_P_Protocol_P_SrcIP","attack","category","subcategory"
"3627065","e",1,"tcp",1,1900,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,1980,6000,33,100,100,100,0,0,100,33,0,0,100,33,1,"Reconnaissance","Service_Scan"
"3628675","e",1,"tcp",1,59768,7778,2,120,"RST",1,0.003551,0.003551,0,0.003551,0.003551,0.003551,1,1,60,60,281.610809,0,0,11820,11820,197,197,197,2,1298.56,1298.56,100,100,1298.56,563.222,194,194,1,"Reconnaissance","Service_Scan"
"3593229","e",1,"tcp",1,35886,3801,2,120,"RST",1,5e-04,5e-04,0,5e-04,5e-04,5e-04,1,1,60,60,1999.999878,0,0,11940,11940,199,199,199,2,3500.19,3500.19,100,100,3500.19,4000,198,198,1,"Reconnaissance","OS_Fingerprint"
"3616699","e",1,"tcp",1,52524,3306,13,1113,"FIN",6,0.198545,0.198545,0,0.198545,0.198545,0.198545,7,6,532,581,60.439701,30.219851,25.183208,27825,111300,325,1300,1300,1300,65.6003,65.5878,100,25,65.4763,65.5878,1300,325,1,"Reconnaissance","Service_Scan"
"3647977","e",1,"tcp",1,54246,1434,2,134,"RST",1,0.000454,0.000454,0,0.000454,0.000454,0.000454,1,1,74,60,2202.643311,0,0,13400,13400,200,200,200,2,4536.79,4536.79,100,100,4405.29,4405.29,200,200,1,"Reconnaissance","Service_Scan"
"3582699","e",1,"tcp",1,33223,1840,2,120,"RST",1,0.000926,0.000926,0,0.000926,0.000926,0.000926,1,1,60,60,1079.913574,0,0,5940,11880,99,198,198,2,1278.28,994.23,100,50,1278.28,2159.83,196,98,1,"Reconnaissance","OS_Fingerprint"
"3594092","e",1,"tcp",1,55499,4003,2,120,"RST",1,0.000648,0.000648,0,0.000648,0.000648,0.000648,1,1,60,60,1543.209961,0,0,12060,12060,201,201,201,2,3301.58,3301.58,100,100,3301.58,3086.42,200,200,1,"Reconnaissance","OS_Fingerprint"
"3650180","e",1,"tcp",1,40552,10243,2,134,"RST",1,0.001267,0.001267,0,0.001267,0.001267,0.001267,1,1,74,60,789.265991,0,0,13992,13992,208,208,208,2,24.3491,24.3491,100,100,1578.53,1578.53,208,208,1,"Reconnaissance","Service_Scan"
"3591204","e",1,"tcp",1,45115,5555,2,120,"RST",1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,60,60,12500,0,0,12120,12120,202,202,202,2,3480.84,3480.84,100,100,3480.84,25000,202,202,1,"Reconnaissance","OS_Fingerprint"
"3579673","e",1,"tcp",1,49203,4343,2,120,"RST",1,0.00011,0.00011,0,0.00011,0.00011,0.00011,1,1,60,60,9090.90918,0,0,12000,12000,200,200,200,2,14951,14951,100,100,14951,18181.8,200,200,1,"Reconnaissance","OS_Fingerprint"
"3623093","e",1,"tcp",1,3508,1,2,120,"RST",1,3.7e-05,3.7e-05,0,3.7e-05,3.7e-05,3.7e-05,1,1,60,60,27027.025391,0,0,3960,11760,66,196,200,196,31685.1,38073,98,33,54054.1,38073,196,66,1,"Reconnaissance","Service_Scan"
"3588967","e",1,"tcp",1,64088,8009,2,120,"RST",1,0.000132,0.000132,0,0.000132,0.000132,0.000132,1,1,60,60,7575.757324,0,0,3000,12060,50,201,201,2,21294.7,35263.2,100,25,21294.7,15151.5,201,50,1,"Reconnaissance","OS_Fingerprint"
"3634368","e",1,"tcp",1,56972,1040,2,120,"RST",1,0.000181,0.000181,0,0.000181,0.000181,0.000181,1,1,60,60,5524.861816,0,0,11880,11880,198,198,200,2,4578.56,4578.56,99,99,4578.56,11049.7,198,198,1,"Reconnaissance","Service_Scan"
"3595475","e",1,"tcp",1,36663,1093,2,120,"RST",1,5.8e-05,5.8e-05,0,5.8e-05,5.8e-05,5.8e-05,1,1,60,60,17241.378906,0,0,12000,12000,200,200,200,2,31954,31954,100,100,31954,34482.8,200,200,1,"Reconnaissance","Service_Scan"
"3634575","e",1,"tcp",1,56972,3827,2,120,"RST",1,0.000526,0.000526,0,0.000526,0.000526,0.000526,1,1,60,60,1901.140747,0,0,12000,12000,200,200,200,2,1775.69,1775.69,100,100,1775.69,3802.28,200,200,1,"Reconnaissance","Service_Scan"
"3642157","eU",6,"udp",3,63061,17754,1,60,"INT",4,0.000183,0.000183,0,0.000183,0.000183,0.000183,1,0,60,0,0,0,0,840,3393,14,56,56,1,6329.11,7155.64,56,14,6361.32,5464.48,56,14,1,"Reconnaissance","Service_Scan"
"3645462","e",1,"tcp",1,33419,10012,2,120,"RST",1,0.002316,0.002316,0,0.002316,0.002316,0.002316,1,1,60,60,431.778931,0,0,12000,12000,200,200,200,2,2382.37,2382.37,100,100,2382.37,863.558,200,200,1,"Reconnaissance","Service_Scan"
"3601766","eU",6,"udp",3,39704,514,1,60,"INT",4,3.1e-05,3.1e-05,0,3.1e-05,3.1e-05,3.1e-05,1,0,60,0,0,0,0,900,3480,15,58,58,1,30060.1,22825.7,58,15,28947.4,32258.1,58,15,1,"Reconnaissance","Service_Scan"
"3646921","e",1,"tcp",1,55452,82,2,134,"RST",1,0.001101,0.001101,0,0.001101,0.001101,0.001101,1,1,74,60,908.265198,0,0,14968,14968,221,221,221,2,9.23414,9.23414,100,100,1816.53,1816.53,220,220,1,"Reconnaissance","Service_Scan"
"3659389","e",1,"udp",3,44350,26966,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1080,4440,18,74,74,2,7698.89,8066.27,74,18,8583.69,11627.9,74,18,1,"Reconnaissance","Service_Scan"
"3598411","e",1,"tcp",1,51614,458,2,120,"RST",1,0.000204,0.000204,0,0.000204,0.000204,0.000204,1,1,60,60,4901.960938,0,0,12000,12000,200,200,200,2,11361.7,11361.7,100,100,11361.7,9803.92,200,200,1,"Reconnaissance","Service_Scan"
"3648029","e",1,"tcp",1,49014,57797,1,74,"REQ",3,0,0,0,0,0,0,1,0,74,0,0,0,0,13724,13724,204,204,204,1,31.0211,31.0211,100,100,0,0,3,3,1,"Reconnaissance","Service_Scan"
"3602554","eU",6,"udp",3,35008,62677,1,60,"INT",4,6.4e-05,6.4e-05,0,6.4e-05,6.4e-05,6.4e-05,1,0,60,0,0,0,0,900,3768,15,57,57,1,21337.1,22809.1,57,15,22680.4,15625,57,15,1,"Reconnaissance","Service_Scan"
"3580362","e",1,"tcp",1,49203,2393,2,120,"RST",1,0.000113,0.000113,0,0.000113,0.000113,0.000113,1,1,60,60,8849.557617,0,0,12000,12000,200,200,200,2,14595.3,14595.3,100,100,14595.3,17699.1,200,200,1,"Reconnaissance","OS_Fingerprint"
"3597028","e",1,"tcp",1,62169,7002,2,120,"RST",1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,60,60,76923.078125,0,0,11160,11160,186,186,200,2,50433.8,50433.8,93,93,50433.8,153846,186,186,1,"Reconnaissance","Service_Scan"
"3593491","e",1,"tcp",1,35886,33354,2,120,"RST",1,0.001554,0.001554,0,0.001554,0.001554,0.001554,1,1,60,60,643.500671,0,0,12000,12000,200,200,200,2,2117.66,2117.66,100,100,2117.66,1287,200,200,1,"Reconnaissance","OS_Fingerprint"
"3663914","e",1,"tcp",1,33626,6510,2,120,"RST",1,0.003749,0.003749,0,0.003749,0.003749,0.003749,1,1,60,60,266.737793,0,0,11820,11820,197,197,197,2,677.104,677.104,100,100,677.104,533.476,194,194,1,"Reconnaissance","Service_Scan"
"3586698","e",1,"tcp",1,55551,1073,2,120,"RST",1,0.000597,0.000597,0,0.000597,0.000597,0.000597,1,1,60,60,1675.04187,0,0,3360,12060,56,201,201,4,3574.85,9581.92,100,28,3574.85,6269.59,201,56,1,"Reconnaissance","OS_Fingerprint"
"3618759","e",1,"tcp",1,36504,3306,13,1113,"FIN",6,0.198523,0.198523,0,0.198523,0.198523,0.198523,7,6,532,581,60.446396,30.223198,25.185999,27825,111300,325,1300,1300,1300,65.4599,65.5556,100,25,65.4836,65.5556,1300,325,1,"Reconnaissance","Service_Scan"
"3614334","e",1,"tcp",1,59910,587,18,2523,"FIN",6,0.806004,0.806004,0,0.806004,0.806004,0.806004,11,7,938,1585,21.091707,12.406886,7.444132,128146,890093,375,2013,2013,195,15.2919,16.3483,100,19,22.3324,4.93923,1820,256,1,"Reconnaissance","Service_Scan"
"3664993","e",1,"tcp",1,61890,464,2,120,"RST",1,0.003133,0.003133,0,0.003133,0.003133,0.003133,1,1,60,60,319.182892,0,0,11940,11940,199,199,199,2,823.942,823.942,100,100,823.942,638.366,198,198,1,"Reconnaissance","Service_Scan"
"3604941","eU",6,"udp",3,38759,23557,1,60,"INT",4,6.3e-05,6.3e-05,0,6.3e-05,6.3e-05,6.3e-05,1,0,60,0,0,0,0,902,3602,15,60,60,1,15657.6,19960.1,60,15,17350.2,15873,60,15,1,"Reconnaissance","Service_Scan"
"3666704","e",1,"tcp",1,64482,19780,2,120,"RST",1,5.2e-05,5.2e-05,0,5.2e-05,5.2e-05,5.2e-05,1,1,60,60,19230.769531,0,0,11940,11940,199,199,199,2,3188.49,3188.49,100,100,3188.49,38461.5,198,198,1,"Reconnaissance","Service_Scan"
"3602195","eU",6,"udp",3,36529,49174,1,60,"INT",4,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,0,60,0,0,0,0,900,3480,15,58,58,1,30800.8,23692.8,58,15,33434.7,12500,58,15,1,"Reconnaissance","Service_Scan"
"3607867","eU",6,"udp",3,38759,514,1,60,"INT",4,5.7e-05,5.7e-05,0,5.7e-05,5.7e-05,5.7e-05,1,0,60,0,0,0,0,900,3540,15,59,59,1,19920.3,20212.4,59,15,20073,17543.9,59,15,1,"Reconnaissance","Service_Scan"
"3591010","e",1,"tcp",1,45115,711,2,120,"RST",1,0.000457,0.000457,0,0.000457,0.000457,0.000457,1,1,60,60,2188.183838,0,0,12120,12120,202,202,202,2,3576.74,3576.74,100,100,3576.74,4376.37,202,202,1,"Reconnaissance","OS_Fingerprint"
"3627128","e",1,"tcp",1,1921,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,2040,6000,34,100,100,100,0,0,100,34,0,0,100,34,1,"Reconnaissance","Service_Scan"
"3607602","eU",6,"udp",3,39704,49177,1,60,"INT",4,4.3e-05,4.3e-05,0,4.3e-05,4.3e-05,4.3e-05,1,0,60,0,0,0,0,932,3545,15,58,58,1,25906.7,24237.4,58,15,22541,23255.8,58,15,1,"Reconnaissance","Service_Scan"
"3645840","e",1,"tcp",1,60541,2103,2,120,"RST",1,3.6e-05,3.6e-05,0,3.6e-05,3.6e-05,3.6e-05,1,1,60,60,27777.777344,0,0,12060,12060,201,201,201,2,29986.6,29986.6,100,100,29986.6,55555.6,201,201,1,"Reconnaissance","Service_Scan"
"3651021","e",1,"tcp",1,36917,10012,2,120,"RST",1,0.003336,0.003336,0,0.003336,0.003336,0.003336,1,1,60,60,299.760193,0,0,12000,12000,200,200,200,2,1231.63,1231.63,100,100,1231.63,599.52,200,200,1,"Reconnaissance","Service_Scan"
"3585947","e",1,"tcp",1,44671,3827,2,120,"RST",1,0.000347,0.000347,0,0.000347,0.000347,0.000347,1,1,60,60,2881.844482,0,0,7500,10860,125,181,181,3,6878.34,8872.55,100,73,5722.78,8645.53,160,104,1,"Reconnaissance","OS_Fingerprint"
"3654068","e",1,"tcp",1,54776,144,2,120,"RST",1,0.00122,0.00122,0,0.00122,0.00122,0.00122,1,1,60,60,819.672119,0,0,12000,12000,200,200,200,2,1216.38,1216.38,100,100,1216.38,1639.34,200,200,1,"Reconnaissance","Service_Scan"
"3642603","eU",6,"udp",3,55093,49968,1,60,"INT",4,0.000161,0.000161,0,0.000161,0.000161,0.000161,1,0,60,0,0,0,0,900,3551,15,58,58,1,7396.45,7383.83,58,15,7757.4,6211.18,58,15,1,"Reconnaissance","Service_Scan"
"3632875","e",1,"tcp",1,2493,311,2,120,"RST",1,0.000851,0.000851,0,0.000851,0.000851,0.000851,1,1,60,60,1175.088135,0,0,12960,12960,216,216,216,2,1836.31,1836.31,100,100,1836.31,2350.18,216,216,1,"Reconnaissance","Service_Scan"
"3618005","e",1,"tcp",1,47826,3306,13,1113,"FIN",6,0.198879,0.198879,0,0.198879,0.198879,0.198879,7,6,532,581,60.338196,30.169098,25.140915,27825,111300,325,1300,1300,1300,65.5597,65.5449,100,25,65.3664,65.5449,1300,325,1,"Reconnaissance","Service_Scan"
"3590864","e",1,"tcp",1,45115,1533,2,120,"RST",1,0.000441,0.000441,0,0.000441,0.000441,0.000441,1,1,60,60,2267.57373,0,0,12060,12060,201,201,201,2,3560.55,3560.55,100,100,3560.55,4535.15,201,201,1,"Reconnaissance","OS_Fingerprint"
"3612925","e",1,"tcp",1,51005,1083,2,120,"RST",1,0.000193,0.000193,0,0.000193,0.000193,0.000193,1,1,60,60,5181.347168,0,0,11940,15748,199,222,222,2,5226.39,511.943,100,99,5226.39,10362.7,199,199,1,"Reconnaissance","Service_Scan"
"3667744","e",1,"tcp",1,2127,1,2,120,"RST",1,0.000161,0.000161,0,0.000161,0.000161,0.000161,1,1,60,60,6211.180176,0,0,3000,12000,50,200,200,200,17624.2,13536.4,100,25,12422.4,13536.4,200,50,1,"Reconnaissance","Service_Scan"
"3622178","e",1,"tcp",1,3203,1,2,120,"RST",1,4.8e-05,4.8e-05,0,4.8e-05,4.8e-05,4.8e-05,1,1,60,60,20833.332031,0,0,3960,11880,66,198,200,198,36504.4,42461.9,99,33,41666.7,42461.9,198,66,1,"Reconnaissance","Service_Scan"
"3656125","eU",6,"udp",3,44350,21476,1,60,"INT",4,7.3e-05,7.3e-05,0,7.3e-05,7.3e-05,7.3e-05,1,0,60,0,0,0,0,1080,4486,18,74,74,1,8801.96,7955.28,74,18,10335.9,13698.6,74,18,1,"Reconnaissance","Service_Scan"
"3648360","e",1,"tcp",1,44492,5009,2,134,"RST",1,0.000663,0.000663,0,0.000663,0.000663,0.000663,1,1,74,60,1508.295654,0,0,13844,13844,206,206,206,2,33.5377,33.5377,100,100,3016.59,3016.59,206,206,1,"Reconnaissance","Service_Scan"
"3660105","eU",6,"udp",3,41434,22045,1,60,"INT",4,0.000177,0.000177,0,0.000177,0.000177,0.000177,1,0,60,0,0,0,0,840,14220,14,237,55,1,8055.24,7485.03,57,14,5649.72,5649.72,55,14,1,"Reconnaissance","Service_Scan"
"3607889","eU",6,"udp",3,38759,16918,1,60,"INT",4,4.3e-05,4.3e-05,0,4.3e-05,4.3e-05,4.3e-05,1,0,60,0,0,0,0,900,3540,15,59,59,1,19920.3,20212.4,59,15,20073,23255.8,59,15,1,"Reconnaissance","Service_Scan"
"3649498","e",1,"tcp",1,34296,51103,2,134,"RST",1,0.000726,0.000726,0,0.000726,0.000726,0.000726,1,1,74,60,1377.410522,0,0,13474,13474,201,201,201,2,184.879,184.879,100,100,2754.82,2754.82,201,201,1,"Reconnaissance","Service_Scan"
"3630916","e",1,"tcp",1,1216,793,2,120,"RST",1,0.001425,0.001425,0,0.001425,0.001425,0.001425,1,1,60,60,701.754395,0,0,12720,12720,212,212,212,2,1534.1,1534.1,100,100,1534.1,1403.51,212,212,1,"Reconnaissance","Service_Scan"
"3629942","e",1,"tcp",1,1589,861,2,120,"RST",1,0.00124,0.00124,0,0.00124,0.00124,0.00124,1,1,60,60,806.451599,0,0,12660,12660,211,211,211,2,1761.5,1761.5,100,100,1761.5,1612.9,211,211,1,"Reconnaissance","Service_Scan"
"3631442","e s",2,"tcp",1,2456,190,4,240,"RST",1,0.007504,0.007504,0,0.007504,0.007504,0.007504,2,2,120,120,399.786774,133.262268,133.262268,24000,24000,400,400,400,4,510.563,510.563,100,100,510.563,533.049,400,400,1,"Reconnaissance","Service_Scan"
"3647309","e",1,"tcp",1,58220,1272,2,134,"RST",1,0.000915,0.000915,0,0.000915,0.000915,0.000915,1,1,74,60,1092.89624,0,0,13400,13400,200,200,200,2,2129.68,2129.68,100,100,2185.79,2185.79,200,200,1,"Reconnaissance","Service_Scan"
"3593910","e",1,"tcp",1,55499,2106,2,120,"RST",1,0.000573,0.000573,0,0.000573,0.000573,0.000573,1,1,60,60,1745.200684,0,0,12060,12060,201,201,201,2,3270.63,3270.63,100,100,3270.63,3490.4,201,201,1,"Reconnaissance","OS_Fingerprint"
"3606322","eU",6,"udp",3,38759,19315,1,60,"INT",4,6.8e-05,6.8e-05,0,6.8e-05,6.8e-05,6.8e-05,1,0,60,0,0,0,0,870,3510,14,58,58,1,22653.7,20358,58,14,22541,14705.9,58,14,1,"Reconnaissance","Service_Scan"
"3615003","e",1,"tcp",1,46326,3306,13,1113,"FIN",6,0.197845,0.197845,0,0.197845,0.197845,0.197845,7,6,532,581,60.653542,30.326771,25.27231,41517,148362,353,1331,1331,1079,6.85394,8.88232,100,27,65.708,65.3605,1331,353,1,"Reconnaissance","Service_Scan"
"3651917","e",1,"tcp",1,40209,8333,2,120,"RST",1,0.001082,0.001082,0,0.001082,0.001082,0.001082,1,1,60,60,924.214417,0,0,12000,12000,200,200,200,2,1163.39,1163.39,100,100,1163.39,1848.43,200,200,1,"Reconnaissance","Service_Scan"
"3587072","e",1,"tcp",1,44670,32781,2,120,"RST",1,8.5e-05,8.5e-05,0,8.5e-05,8.5e-05,8.5e-05,1,1,60,60,11764.706055,0,0,6120,12000,102,200,200,2,28781,37530.5,100,51,28781,23529.4,200,102,1,"Reconnaissance","OS_Fingerprint"
"3612278","e",1,"tcp",1,37508,1301,2,120,"RST",1,5.9e-05,5.9e-05,0,5.9e-05,5.9e-05,5.9e-05,1,1,60,60,16949.152344,0,0,12000,12000,200,200,200,2,29708.9,29708.9,100,100,29708.9,33898.3,200,200,1,"Reconnaissance","Service_Scan"
"3651381","e",1,"tcp",1,36917,16992,2,120,"RST",1,0.004019,0.004019,0,0.004019,0.004019,0.004019,1,1,60,60,248.818115,0,0,11520,11520,192,192,192,2,530.699,530.699,100,100,530.699,497.636,184,184,1,"Reconnaissance","Service_Scan"
"3580602","e",1,"tcp",1,36256,3325,2,120,"RST",1,0.000146,0.000146,0,0.000146,0.000146,0.000146,1,1,60,60,6849.314941,0,0,12420,12420,207,207,207,2,19320.5,19320.5,100,100,19320.5,13698.6,207,207,1,"Reconnaissance","OS_Fingerprint"
"3587481","e",1,"tcp",1,33844,10626,2,120,"RST",1,6e-05,6e-05,0,6e-05,6e-05,6e-05,1,1,60,60,16666.667969,0,0,9780,10440,163,174,174,2,18087,18825.1,100,94,21406.7,33333.3,148,138,1,"Reconnaissance","OS_Fingerprint"
"3615963","e",1,"tcp",1,35114,3306,13,1113,"FIN",6,0.197833,0.197833,0,0.197833,0.197833,0.197833,7,6,532,581,60.657219,30.328609,25.273842,27825,111300,325,1300,1300,1300,65.5685,65.5461,100,25,65.712,65.5461,1300,325,1,"Reconnaissance","Service_Scan"
"3580411","e",1,"tcp",1,49203,2010,2,120,"RST",1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,60,60,12500,0,0,23752,25252,272,297,297,2,6.53548,7.13596,100,90,14602.6,25000,181,156,1,"Reconnaissance","OS_Fingerprint"
"3629572","e s",2,"tcp",1,1589,468,4,240,"RST",1,0.005181,0.005181,0,0.005181,0.005181,0.005181,2,2,120,120,579.038757,193.012924,193.012924,24000,24000,400,400,400,4,776.357,776.357,100,100,776.357,772.052,400,400,1,"Reconnaissance","Service_Scan"
"3652781","e",1,"tcp",1,40209,49400,2,120,"RST",1,0.004343,0.004343,0,0.004343,0.004343,0.004343,1,1,60,60,230.2556,0,0,11760,11760,196,196,196,2,351.004,351.004,100,100,351.004,460.511,192,192,1,"Reconnaissance","Service_Scan"
"3644211","e",1,"tcp",1,52804,8290,2,134,"RST",1,2.1e-05,2.1e-05,0,2.1e-05,2.1e-05,2.1e-05,1,1,74,60,47619.046875,0,0,13266,13266,198,198,200,2,65737.1,65737.1,99,99,95238.1,95238.1,198,198,1,"Reconnaissance","Service_Scan"
"3621190","e",1,"tcp",1,3255,1,2,120,"RST",1,1.9e-05,1.9e-05,0,1.9e-05,1.9e-05,1.9e-05,1,1,60,60,52631.582031,0,0,3960,12000,66,200,200,200,49661.4,41017.2,100,33,105263,41017.2,200,66,1,"Reconnaissance","Service_Scan"
"3663053","eU",6,"udp",3,44350,18888,1,60,"INT",4,0.000177,0.000177,0,0.000177,0.000177,0.000177,1,0,60,0,0,0,0,931,3456,14,56,56,1,5768.44,7353.91,56,14,5768.44,5649.72,56,14,1,"Reconnaissance","Service_Scan"
"3658606","eU",6,"udp",3,44350,64481,1,60,"INT",4,0.000184,0.000184,0,0.000184,0.000184,0.000184,1,0,60,0,0,0,0,1140,4706,19,75,75,1,7352.94,7511.27,75,19,8722.74,5434.78,75,19,1,"Reconnaissance","Service_Scan"
"3652980","e",1,"tcp",1,46794,212,2,120,"RST",1,0.000131,0.000131,0,0.000131,0.000131,0.000131,1,1,60,60,7633.588379,0,0,12000,12000,200,200,200,2,4615.53,4615.53,100,100,4615.53,15267.2,200,200,1,"Reconnaissance","Service_Scan"
"3655292","e",1,"udp",3,44354,1346,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1800,5940,30,99,99,4,93167.7,78322.8,99,30,0,0,99,30,1,"Reconnaissance","Service_Scan"
"3625659","e",1,"tcp",1,2290,802,4,240,"RST",1,0.00597,0.00597,0,0.00597,0.00597,0.00597,2,2,120,120,502.512573,167.504196,167.504196,19020,19020,317,317,317,4,544.278,544.278,100,100,544.278,670.017,317,317,1,"Reconnaissance","Service_Scan"
"3594990","e g",5,"tcp",1,924,3306,14,1052,"RST",1,689.694641,0.520337,0.520257,1.040675,8.1e-05,1.040594,7,7,496,556,0.018849,0.0087,0.0087,29597,86967,231,668,653,70,0.164215,0.188535,97,34,0.0202988,0.0204382,203,76,1,"Reconnaissance","OS_Fingerprint"
"3596141","e",1,"tcp",1,36663,1011,2,120,"RST",1,3.5e-05,3.5e-05,0,3.5e-05,3.5e-05,3.5e-05,1,1,60,60,28571.427734,0,0,9720,9720,162,162,200,2,12806.3,12806.3,81,81,12806.3,57142.9,162,162,1,"Reconnaissance","Service_Scan"
"3659724","eU",6,"udp",3,41433,49152,1,60,"INT",4,7e-06,7e-06,0,7e-06,7e-06,7e-06,1,0,60,0,0,0,0,840,3360,14,56,56,1,7887.32,7646.1,56,14,8857.4,142857,56,14,1,"Reconnaissance","Service_Scan"
"3664260","e",1,"tcp",1,33626,9003,2,120,"RST",1,0.003462,0.003462,0,0.003462,0.003462,0.003462,1,1,60,60,288.850372,0,0,12000,12000,200,200,200,2,1082.94,1082.94,100,100,1082.94,577.701,200,200,1,"Reconnaissance","Service_Scan"
"3615628","e",1,"tcp",1,37842,3306,13,1113,"FIN",6,0.198765,0.198765,0,0.198765,0.198765,0.198765,7,6,532,581,60.372803,30.186401,25.155334,27825,111300,325,1300,1300,1300,65.5237,65.537,100,25,65.4039,65.537,1300,325,1,"Reconnaissance","Service_Scan"
"3636877","e",1,"tcp",1,34141,3371,2,120,"RST",1,0.003489,0.003489,0,0.003489,0.003489,0.003489,1,1,60,60,286.615082,0,0,11820,11820,197,197,197,2,627.219,627.219,100,100,627.219,573.23,194,194,1,"Reconnaissance","Service_Scan"
"3648149","e",1,"tcp",1,59222,722,2,134,"RST",1,0.000625,0.000625,0,0.000625,0.000625,0.000625,1,1,74,60,1600,0,0,14214,14214,211,211,211,2,18.7466,18.7466,100,100,3200,3200,211,211,1,"Reconnaissance","Service_Scan"
"3605375","eU",6,"udp",3,36530,49156,1,60,"INT",4,8e-06,8e-06,0,8e-06,8e-06,8e-06,1,0,60,0,0,0,0,900,3480,15,58,58,2,76530.6,45741.3,58,15,40000,250000,58,15,1,"Reconnaissance","Service_Scan"
"3665179","e",1,"tcp",1,61890,32781,2,120,"RST",1,0.000891,0.000891,0,0.000891,0.000891,0.000891,1,1,60,60,1122.334473,0,0,11880,11880,198,198,198,2,771.383,771.383,100,100,771.383,2244.67,196,196,1,"Reconnaissance","Service_Scan"
"3645615","e",1,"tcp",1,33419,9944,2,120,"RST",1,0.00031,0.00031,0,0.00031,0.00031,0.00031,1,1,60,60,3225.806396,0,0,11220,11220,187,187,201,2,25943.4,25943.4,93,93,25943.4,6451.61,187,187,1,"Reconnaissance","Service_Scan"
"3635730","e",1,"tcp",1,48968,3390,2,120,"RST",1,0.003856,0.003856,0,0.003856,0.003856,0.003856,1,1,60,60,259.33609,0,0,11700,11700,195,195,195,2,587.135,587.135,100,100,587.135,518.672,190,190,1,"Reconnaissance","Service_Scan"
"3592095","e",1,"tcp",1,33423,8899,2,120,"RST",1,0.000774,0.000774,0,0.000774,0.000774,0.000774,1,1,60,60,1291.989624,0,0,12120,12120,202,202,202,2,2274.29,2274.29,100,100,2274.29,2583.98,202,202,1,"Reconnaissance","OS_Fingerprint"
"3633025","e",1,"tcp",1,2493,410,2,120,"RST",1,0.000943,0.000943,0,0.000943,0.000943,0.000943,1,1,60,60,1060.445312,0,0,12000,12000,200,200,200,2,1524.2,1524.2,100,100,1524.2,2120.89,200,200,1,"Reconnaissance","Service_Scan"
"3619246","e",1,"tcp",1,1552,1,2,120,"RST",1,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,4.9e-05,1,1,60,60,20408.164062,0,0,4080,12000,68,200,200,200,42579.8,33405.7,100,34,40816.3,33405.7,200,68,1,"Reconnaissance","Service_Scan"
"3622893","e",1,"tcp",1,2766,1,2,120,"RST",1,6.4e-05,6.4e-05,0,6.4e-05,6.4e-05,6.4e-05,1,1,60,60,15625,0,0,3960,11760,66,196,200,196,30358.8,35897.4,98,33,31250,35897.4,196,66,1,"Reconnaissance","Service_Scan"
"3590089","e",1,"tcp",1,33844,2702,2,120,"RST",1,6.9e-05,6.9e-05,0,6.9e-05,6.9e-05,6.9e-05,1,1,60,60,14492.75293,0,0,7800,12000,130,200,200,2,27999.1,31862.4,100,65,27999.1,28985.5,200,130,1,"Reconnaissance","OS_Fingerprint"
"3651537","e",1,"tcp",1,36917,10629,2,120,"RST",1,0.004113,0.004113,0,0.004113,0.004113,0.004113,1,1,60,60,243.131546,0,0,11880,11880,198,198,198,2,689.079,689.079,100,100,689.079,486.263,196,196,1,"Reconnaissance","Service_Scan"
"3625019","e",1,"tcp",1,2290,138,2,120,"RST",1,0.001108,0.001108,0,0.001108,0.001108,0.001108,1,1,60,60,902.527039,0,0,12480,12480,208,208,208,2,1651.71,1651.71,100,100,1651.71,1805.05,208,208,1,"Reconnaissance","Service_Scan"
"3644285","e",1,"tcp",1,56504,31038,2,134,"RST",1,7e-06,7e-06,0,7e-06,7e-06,7e-06,1,1,74,60,142857.140625,0,0,13266,13266,198,198,200,2,65737.1,65737.1,99,99,285714,285714,198,198,1,"Reconnaissance","Service_Scan"
"3582790","e",1,"tcp",1,59626,5960,2,120,"RST",1,0.004113,0.004113,0,0.004113,0.004113,0.004113,1,1,60,60,243.131546,0,0,10740,11820,179,197,197,2,569.391,566.282,100,91,569.391,486.263,194,176,1,"Reconnaissance","OS_Fingerprint"
"3617665","e",1,"tcp",1,47654,3306,13,1113,"FIN",6,0.197747,0.197747,0,0.197747,0.197747,0.197747,7,6,532,581,60.683598,30.341799,25.284832,27825,111514,325,1303,1303,1303,65.5607,62.6796,100,25,65.7406,62.6796,1303,325,1,"Reconnaissance","Service_Scan"
