"","flgs_number","pkts","bytes","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnP_PDstIP","TnP_PerProto","AR_P_Proto_P_SrcIP","N_IN_Conn_P_DstIP","AR_P_Proto_P_Dport","attack","category","subcategory"
"3630965",1,2,120,1,0.000884,0.000884,0,0.000884,0.000884,0.000884,1,1,60,60,1131.221802,0,0,212,212,1534.1,100,2262.44,1,"Reconnaissance","Service_Scan"
"3667052",1,2,120,1,0.004068,0.004068,0,0.004068,0.004068,0.004068,1,1,60,60,245.82106,0,0,195,195,585.86,100,491.642,1,"Reconnaissance","Service_Scan"
"3636887",1,2,120,1,0.004086,0.004086,0,0.004086,0.004086,0.004086,1,1,60,60,244.738129,0,0,197,197,627.219,100,489.476,1,"Reconnaissance","Service_Scan"
"3602970",6,1,60,4,0.000109,0.000109,0,0.000109,0.000109,0.000109,1,0,60,0,0,0,0,58,58,17543.9,58,9174.31,1,"Reconnaissance","Service_Scan"
"3654745",1,2,120,1,0.001245,0.001245,0,0.001245,0.001245,0.001245,1,1,60,60,803.21283,0,0,199,199,602.972,100,1606.43,1,"Reconnaissance","Service_Scan"
"3618591",1,13,1113,6,0.197843,0.197843,0,0.197843,0.197843,0.197843,7,6,532,581,60.654156,30.327078,25.272564,1300,1300,65.6615,100,65.5385,1,"Reconnaissance","Service_Scan"
"3579877",1,2,120,1,0.000121,0.000121,0,0.000121,0.000121,0.000121,1,1,60,60,8264.462891,0,0,200,200,16243,100,16528.9,1,"Reconnaissance","OS_Fingerprint"
"3617810",1,13,1113,6,0.198445,0.198445,0,0.198445,0.198445,0.198445,7,6,532,581,60.470154,30.235077,25.195898,1300,1300,65.5499,100,65.5562,1,"Reconnaissance","Service_Scan"
"3605959",6,1,106,4,5.1e-05,5.1e-05,0,5.1e-05,5.1e-05,5.1e-05,1,0,106,0,0,0,0,58,58,24875.6,58,19607.8,1,"Reconnaissance","Service_Scan"
"3605541",6,1,60,4,5.9e-05,5.9e-05,0,5.9e-05,5.9e-05,5.9e-05,1,0,60,0,0,0,0,59,59,20604.4,59,16949.2,1,"Reconnaissance","Service_Scan"
"3586817",1,2,120,1,0.000203,0.000203,0,0.000203,0.000203,0.000203,1,1,60,60,4926.108398,0,0,145,145,19144,100,9852.22,1,"Reconnaissance","OS_Fingerprint"
"3613511",1,2,120,1,0.000155,0.000155,0,0.000155,0.000155,0.000155,1,1,60,60,6451.612793,0,0,200,200,3189.64,100,12903.2,1,"Reconnaissance","Service_Scan"
"3665386",1,2,120,1,0.00397,0.00397,0,0.00397,0.00397,0.00397,1,1,60,60,251.889175,0,0,198,198,712.943,100,503.778,1,"Reconnaissance","Service_Scan"
"3605684",6,1,60,4,9.9e-05,9.9e-05,0,9.9e-05,9.9e-05,9.9e-05,1,0,60,0,0,0,0,56,56,31319.9,56,10101,1,"Reconnaissance","Service_Scan"
"3602550",6,1,60,4,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,0,60,0,0,0,0,57,57,29787.2,57,76923.1,1,"Reconnaissance","Service_Scan"
"3614055",1,6,466,1,0.099733,0.099733,0,0.099733,0.099733,0.099733,3,3,260,206,50.133858,20.053543,20.053543,1551,1551,57.2985,100,6.26742,1,"Reconnaissance","Service_Scan"
"3592922",1,2,120,1,0.000741,0.000741,0,0.000741,0.000741,0.000741,1,1,60,60,1349.52771,0,0,202,202,3635.91,100,2699.06,1,"Reconnaissance","OS_Fingerprint"
"3586019",1,3,180,1,9.7e-05,9.7e-05,0,9.7e-05,9.7e-05,9.7e-05,2,1,120,60,20618.556641,10309.27832,0,180,180,48251.6,100,30927.8,1,"Reconnaissance","OS_Fingerprint"
"3657869",6,1,60,4,0.000185,0.000185,0,0.000185,0.000185,0.000185,1,0,60,0,0,0,0,73,73,9625.67,73,5405.41,1,"Reconnaissance","Service_Scan"
"3601531",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,58,58,47781.6,58,48780.5,1,"Reconnaissance","Service_Scan"
"3590971",1,2,120,1,0.00075,0.00075,0,0.00075,0.00075,0.00075,1,1,60,60,1333.333374,0,0,202,202,3501.05,100,2666.67,1,"Reconnaissance","OS_Fingerprint"
"3612693",1,13,1113,6,0.203033,0.203033,0,0.203033,0.203033,0.203033,7,6,532,581,59.103691,29.551846,24.626539,1304,1304,54.7281,100,58.3003,1,"Reconnaissance","Service_Scan"
"3595595",1,2,120,1,9.6e-05,9.6e-05,0,9.6e-05,9.6e-05,9.6e-05,1,1,60,60,10416.666016,0,0,200,200,22155.8,100,20833.3,1,"Reconnaissance","Service_Scan"
"3613258",1,2,120,1,0.000325,0.000325,0,0.000325,0.000325,0.000325,1,1,60,60,3076.923096,0,0,200,200,6276.87,100,6153.85,1,"Reconnaissance","Service_Scan"
"3596105",1,2,120,1,3e-05,3e-05,0,3e-05,3e-05,3e-05,1,1,60,60,33333.335938,0,0,162,200,12806.3,81,66666.7,1,"Reconnaissance","Service_Scan"
"3631832",1,2,120,1,0.002446,0.002446,0,0.002446,0.002446,0.002446,1,1,60,60,408.83075,0,0,201,201,811.721,100,817.661,1,"Reconnaissance","Service_Scan"
"3642325",6,1,60,4,0.000195,0.000195,0,0.000195,0.000195,0.000195,1,0,60,0,0,0,0,57,57,6954.1,57,5882.35,1,"Reconnaissance","Service_Scan"
"3608799",6,1,60,4,4.8e-05,4.8e-05,0,4.8e-05,4.8e-05,4.8e-05,1,0,60,0,0,0,0,58,58,20289.9,58,41666.7,1,"Reconnaissance","Service_Scan"
"3653736",1,2,120,1,0.001355,0.001355,0,0.001355,0.001355,0.001355,1,1,60,60,738.007385,0,0,199,199,540.999,100,1476.01,1,"Reconnaissance","Service_Scan"
"3616451",1,13,1113,6,0.198925,0.198925,0,0.198925,0.198925,0.198925,7,6,532,581,60.324242,30.162121,25.135101,1300,1300,65.5165,100,65.5441,1,"Reconnaissance","Service_Scan"
"3585468",1,2,120,1,0.001339,0.001339,0,0.001339,0.001339,0.001339,1,1,60,60,746.825989,0,0,200,200,1133.51,100,1493.65,1,"Reconnaissance","OS_Fingerprint"
"3658989",6,1,60,4,8.7e-05,8.7e-05,0,8.7e-05,8.7e-05,8.7e-05,1,0,60,0,0,0,0,70,70,7034,70,9803.92,1,"Reconnaissance","Service_Scan"
"3636063",1,2,120,1,0.004584,0.004584,0,0.004584,0.004584,0.004584,1,1,60,60,218.150085,0,0,194,194,576.816,100,436.3,1,"Reconnaissance","Service_Scan"
"3597262",1,2,120,1,0.000671,0.000671,0,0.000671,0.000671,0.000671,1,1,60,60,1490.312988,0,0,243,243,1236.08,100,2980.63,1,"Reconnaissance","Service_Scan"
"3626290",1,2,120,1,0.001472,0.001472,0,0.001472,0.001472,0.001472,1,1,60,60,679.347839,0,0,200,200,1602,100,1358.7,1,"Reconnaissance","Service_Scan"
"3632127",1,2,120,1,0.003179,0.003179,0,0.003179,0.003179,0.003179,1,1,60,60,314.564331,0,0,200,200,693.176,100,629.129,1,"Reconnaissance","Service_Scan"
"3614498",1,11,1411,6,0.204186,0.204186,0,0.204186,0.204186,0.204186,6,5,609,802,48.974953,24.487476,19.589981,1763,1763,59.387,100,82.1116,1,"Reconnaissance","Service_Scan"
"3585049",1,2,120,1,0.00066,0.00066,0,0.00066,0.00066,0.00066,1,1,60,60,1515.151489,0,0,200,200,5421.38,100,3030.3,1,"Reconnaissance","OS_Fingerprint"
"3593244",1,2,120,1,0.000999,0.000999,0,0.000999,0.000999,0.000999,1,1,60,60,1001.000977,0,0,199,199,3500.19,100,2002,1,"Reconnaissance","OS_Fingerprint"
"3645549",1,2,120,1,1e-05,1e-05,0,1e-05,1e-05,1e-05,1,1,60,60,1e+05,0,0,170,200,4934.97,85,2e+05,1,"Reconnaissance","Service_Scan"
"3639938",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,57,57,7117.44,57,19607.8,1,"Reconnaissance","Service_Scan"
"3593986",1,2,120,1,0.000277,0.000277,0,0.000277,0.000277,0.000277,1,1,60,60,3610.108154,0,0,201,201,3270.63,100,7220.22,1,"Reconnaissance","OS_Fingerprint"
"3615867",1,13,1113,6,0.197957,0.197957,0,0.197957,0.197957,0.197957,7,6,532,581,60.619228,30.309614,25.258011,1300,1300,65.5335,100,65.55,1,"Reconnaissance","Service_Scan"
"3594777",1,10,839,1,10.097714,0.012959,0.018178,0.038876,3.3e-05,0.038666,5,5,500,339,0.891291,0.396129,0.396129,863,863,0.246103,100,2.9208,1,"Reconnaissance","OS_Fingerprint"
"3597324",1,2,120,1,6.8e-05,6.8e-05,0,6.8e-05,6.8e-05,6.8e-05,1,1,60,60,14705.881836,0,0,207,207,22519.6,100,29411.8,1,"Reconnaissance","Service_Scan"
"3663987",1,2,120,1,0.003699,0.003699,0,0.003699,0.003699,0.003699,1,1,60,60,270.343323,0,0,197,197,677.104,100,540.687,1,"Reconnaissance","Service_Scan"
"3606371",6,1,60,4,5.7e-05,5.7e-05,0,5.7e-05,5.7e-05,5.7e-05,1,0,60,0,0,0,0,58,58,17811.7,58,17543.9,1,"Reconnaissance","Service_Scan"
"3595066",1,2,120,1,3.9e-05,3.9e-05,0,3.9e-05,3.9e-05,3.9e-05,1,1,60,60,25641.027344,0,0,179,199,42559,82,51282.1,1,"Reconnaissance","OS_Fingerprint"
"3600441",6,1,60,4,4e-05,4e-05,0,4e-05,4e-05,4e-05,1,0,60,0,0,0,0,58,58,6145.02,57,25000,1,"Reconnaissance","Service_Scan"
"3615038",1,13,1113,6,0.199865,0.199865,0,0.199865,0.199865,0.199865,7,6,532,581,60.040527,30.020264,25.016886,1404,1404,9.27391,100,65.5019,1,"Reconnaissance","Service_Scan"
"3585155",1,2,120,1,0.000546,0.000546,0,0.000546,0.000546,0.000546,1,1,60,60,1831.501709,0,0,199,199,4542.25,100,3663,1,"Reconnaissance","OS_Fingerprint"
"3656591",6,1,60,4,0.000226,0.000226,0,0.000226,0.000226,0.000226,1,0,60,0,0,0,0,73,73,7316.13,73,4424.78,1,"Reconnaissance","Service_Scan"
"3637338",1,2,120,1,0.00419,0.00419,0,0.00419,0.00419,0.00419,1,1,60,60,238.663498,0,0,188,176,29.2254,100,477.327,1,"Reconnaissance","Service_Scan"
"3612031",1,2,120,1,9.8e-05,9.8e-05,0,9.8e-05,9.8e-05,9.8e-05,1,1,60,60,10204.082031,0,0,200,200,10939.7,100,20408.2,1,"Reconnaissance","Service_Scan"
"3578151",1,2,120,1,9e-05,9e-05,0,9e-05,9e-05,9e-05,1,1,60,60,11111.111328,0,0,200,200,7260.85,100,22222.2,1,"Reconnaissance","OS_Fingerprint"
"3611886",1,2,120,1,6.2e-05,6.2e-05,0,6.2e-05,6.2e-05,6.2e-05,1,1,60,60,16129.032227,0,0,200,200,32284.1,100,32258.1,1,"Reconnaissance","Service_Scan"
"3608477",6,1,60,4,3.1e-05,3.1e-05,0,3.1e-05,3.1e-05,3.1e-05,1,0,60,0,0,0,0,62,62,26446.3,62,19802,1,"Reconnaissance","Service_Scan"
"3658188",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,77,77,7233.27,77,13157.9,1,"Reconnaissance","Service_Scan"
"3658027",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,72,72,7856.83,72,12048.2,1,"Reconnaissance","Service_Scan"
"3620392",1,2,120,1,2.1e-05,2.1e-05,0,2.1e-05,2.1e-05,2.1e-05,1,1,60,60,47619.046875,0,0,200,200,26253,100,25614.8,1,"Reconnaissance","Service_Scan"
"3667872",1,2,120,1,0.000191,0.000191,0,0.000191,0.000191,0.000191,1,1,60,60,5235.602051,0,0,200,200,14766.7,100,12502.3,1,"Reconnaissance","Service_Scan"
"3662945",6,1,60,4,0.000183,0.000183,0,0.000183,0.000183,0.000183,1,0,60,0,0,0,0,56,56,5724.35,56,5464.48,1,"Reconnaissance","Service_Scan"
"3663653",1,2,120,1,0.000905,0.000905,0,0.000905,0.000905,0.000905,1,1,60,60,1104.97229,0,0,199,199,1330.99,100,2209.94,1,"Reconnaissance","Service_Scan"
"3580462",1,2,120,1,0.000133,0.000133,0,0.000133,0.000133,0.000133,1,1,60,60,7518.797363,0,0,297,297,6.53548,100,15037.6,1,"Reconnaissance","OS_Fingerprint"
"3593062",1,2,120,1,0.000456,0.000456,0,0.000456,0.000456,0.000456,1,1,60,60,2192.982422,0,0,202,202,3539.08,100,4385.96,1,"Reconnaissance","OS_Fingerprint"
"3655936",6,1,60,4,0.00013,0.00013,0,0.00013,0.00013,0.00013,1,0,60,0,0,0,0,72,72,7627.12,72,7692.31,1,"Reconnaissance","Service_Scan"
"3629863",2,4,240,1,0.004241,0.004241,0,0.004241,0.004241,0.004241,2,2,120,120,707.380371,235.793442,235.793442,327,327,1034.22,100,943.174,1,"Reconnaissance","Service_Scan"
"3632993",1,2,120,1,0.001579,0.001579,0,0.001579,0.001579,0.001579,1,1,60,60,633.312195,0,0,201,201,1649.84,100,1266.62,1,"Reconnaissance","Service_Scan"
"3627661",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,100,100,0,100,0,1,"Reconnaissance","Service_Scan"
"3658757",6,1,60,4,0.000119,0.000119,0,0.000119,0.000119,0.000119,1,0,60,0,0,0,0,75,75,6846.71,75,16806.7,1,"Reconnaissance","Service_Scan"
"3658509",6,1,60,4,0.000125,0.000125,0,0.000125,0.000125,0.000125,1,0,60,0,0,0,0,80,80,9103.32,80,8000,1,"Reconnaissance","Service_Scan"
"3648336",2,3,208,1,1.014529,1.014529,0,1.014529,1.014529,1.014529,2,1,148,60,1.971358,0.985679,0,206,206,33.5377,100,2.95704,1,"Reconnaissance","Service_Scan"
"3579956",1,2,120,1,5e-05,5e-05,0,5e-05,5e-05,5e-05,1,1,60,60,20000,0,0,200,200,18892.9,100,40000,1,"Reconnaissance","OS_Fingerprint"
"3625427",1,2,120,1,0.000983,0.000983,0,0.000983,0.000983,0.000983,1,1,60,60,1017.293945,0,0,211,211,41.2035,100,2034.59,1,"Reconnaissance","Service_Scan"
"3617283",1,13,1113,6,0.198336,0.198336,0,0.198336,0.198336,0.198336,7,6,532,581,60.503387,30.251694,25.209743,1300,1300,65.4792,100,65.4764,1,"Reconnaissance","Service_Scan"
"3626827",1,5,300,1,0.005249,0.005249,0,0.005249,0.005249,0.005249,2,3,120,180,762.049866,190.512466,381.024933,431,431,1293.48,100,952.562,1,"Reconnaissance","Service_Scan"
"3578093",1,2,120,1,0.000168,0.000168,0,0.000168,0.000168,0.000168,1,1,60,60,5952.380859,0,0,200,200,15256.7,100,11904.8,1,"Reconnaissance","OS_Fingerprint"
"3652441",1,2,120,1,0.005191,0.005191,0,0.005191,0.005191,0.005191,1,1,60,60,192.641098,0,0,192,192,319.35,100,385.282,1,"Reconnaissance","Service_Scan"
"3603862",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,61,59,29143.9,59,76923.1,1,"Reconnaissance","Service_Scan"
"3646811",1,2,134,1,0,9e-06,9e-06,1.8e-05,0,1.8e-05,2,0,134,0,0,0,0,22,200,0,11,0,1,"Reconnaissance","Service_Scan"
"3623591",1,2,120,1,2.5e-05,2.5e-05,0,2.5e-05,2.5e-05,2.5e-05,1,1,60,60,40000,0,0,200,200,28631.6,100,14782,1,"Reconnaissance","Service_Scan"
"3601179",6,1,60,4,5.2e-05,5.2e-05,0,5.2e-05,5.2e-05,5.2e-05,1,0,60,0,0,0,0,58,58,21671.8,58,19230.8,1,"Reconnaissance","Service_Scan"
"3611398",1,11,1573,6,0.188421,0.188421,0,0.188421,0.188421,0.188421,6,5,698,875,53.072643,26.536322,21.229057,1291,1291,32.7584,100,28.7727,1,"Reconnaissance","Service_Scan"
"3668205",1,2,120,1,0.000224,0.000224,0,0.000224,0.000224,0.000224,1,1,60,60,4464.285645,0,0,200,200,11268.9,100,13673.3,1,"Reconnaissance","Service_Scan"
"3597531",1,2,120,1,9e-05,9e-05,0,9e-05,9e-05,9e-05,1,1,60,60,11111.111328,0,0,200,200,10372.9,100,22222.2,1,"Reconnaissance","Service_Scan"
"3619489",1,2,120,1,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,4.9e-05,1,1,60,60,20408.164062,0,0,458,192,54099.7,99,31290.7,1,"Reconnaissance","Service_Scan"
"3649181",1,2,134,1,0.001138,0.001138,0,0.001138,0.001138,0.001138,1,1,74,60,878.734558,0,0,211,211,18.496,100,1757.47,1,"Reconnaissance","Service_Scan"
"3653706",1,2,120,1,0.001303,0.001303,0,0.001303,0.001303,0.001303,1,1,60,60,767.459717,0,0,199,199,540.999,100,1534.92,1,"Reconnaissance","Service_Scan"
"3653526",1,2,120,1,0.003894,0.003894,0,0.003894,0.003894,0.003894,1,1,60,60,256.805328,0,0,198,198,521.534,100,513.611,1,"Reconnaissance","Service_Scan"
"3637484",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,113,63,24029.6,88,0,1,"Reconnaissance","Service_Scan"
"3577756",1,2,120,1,4.1e-05,4.1e-05,0,4.1e-05,4.1e-05,4.1e-05,1,1,60,60,24390.244141,0,0,200,200,17471.8,100,48780.5,1,"Reconnaissance","OS_Fingerprint"
"3598738",1,2,120,1,0.000103,0.000103,0,0.000103,0.000103,0.000103,1,1,60,60,9708.738281,0,0,200,200,13721.2,100,19417.5,1,"Reconnaissance","Service_Scan"
"3596667",1,2,120,1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,60,60,76923.078125,0,0,200,200,136054,100,153846,1,"Reconnaissance","Service_Scan"
"3620983",1,2,120,1,7e-06,7e-06,0,7e-06,7e-06,7e-06,1,1,60,60,142857.140625,0,0,198,200,78431.4,99,50574.7,1,"Reconnaissance","Service_Scan"
"3598381",1,2,120,1,0.000262,0.000262,0,0.000262,0.000262,0.000262,1,1,60,60,3816.794189,0,0,211,211,14517.7,100,7633.59,1,"Reconnaissance","Service_Scan"
"3639364",6,1,60,4,0.00015,0.00015,0,0.00015,0.00015,0.00015,1,0,60,0,0,0,0,58,58,8022.92,58,6666.67,1,"Reconnaissance","Service_Scan"
"3658564",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,80,80,8572.65,80,10309.3,1,"Reconnaissance","Service_Scan"
"3606652",6,1,60,4,5.2e-05,5.2e-05,0,5.2e-05,5.2e-05,5.2e-05,1,0,60,0,0,0,0,57,57,29126.2,57,38461.5,1,"Reconnaissance","Service_Scan"
"3624862",1,8,480,2,5.012879,2.005786,2.005786,4.011572,0,4.011572,8,0,480,0,1.396403,1.396403,0,428,326,3.88967,98,1.59589,1,"Reconnaissance","Service_Scan"
"3659749",6,1,60,4,0.000169,0.000169,0,0.000169,0.000169,0.000169,1,0,60,0,0,0,0,56,56,7131.94,56,11834.3,1,"Reconnaissance","Service_Scan"
"3616860",1,13,1113,6,0.197719,0.197719,0,0.197719,0.197719,0.197719,7,6,532,581,60.692196,30.346098,25.288416,1300,1300,65.5186,100,65.4829,1,"Reconnaissance","Service_Scan"
"3611595",1,2,120,1,5e-05,5e-05,0,5e-05,5e-05,5e-05,1,1,60,60,20000,0,0,200,200,24703.6,100,40000,1,"Reconnaissance","Service_Scan"
"3637839",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,84,84,88424.4,84,0,1,"Reconnaissance","Service_Scan"
"3625092",1,2,120,1,3.1e-05,3.1e-05,0,3.1e-05,3.1e-05,3.1e-05,1,1,60,60,32258.064453,0,0,208,208,1651.71,100,64516.1,1,"Reconnaissance","Service_Scan"
"3618928",1,13,1113,6,0.198192,0.198192,0,0.198192,0.198192,0.198192,7,6,532,581,60.547348,30.273674,25.228062,1300,1300,65.6054,100,65.5303,1,"Reconnaissance","Service_Scan"
"3649569",1,2,134,1,0.000704,0.000704,0,0.000704,0.000704,0.000704,1,1,74,60,1420.45459,0,0,201,201,184.943,100,2840.91,1,"Reconnaissance","Service_Scan"
"3622350",1,2,120,1,6.2e-05,6.2e-05,0,6.2e-05,6.2e-05,6.2e-05,1,1,60,60,16129.032227,0,0,198,200,35369.8,99,33049.6,1,"Reconnaissance","Service_Scan"
"3620177",1,2,120,1,5.2e-05,5.2e-05,0,5.2e-05,5.2e-05,5.2e-05,1,1,60,60,19230.769531,0,0,200,200,14426.2,100,10132.7,1,"Reconnaissance","Service_Scan"
"3621801",1,2,120,1,2.3e-05,2.3e-05,0,2.3e-05,2.3e-05,2.3e-05,1,1,60,60,43478.261719,0,0,196,200,35126.2,98,38117.5,1,"Reconnaissance","Service_Scan"
"3652324",1,2,120,1,0.004782,0.004782,0,0.004782,0.004782,0.004782,1,1,60,60,209.117523,0,0,197,197,329.705,100,418.235,1,"Reconnaissance","Service_Scan"
"3660691",6,1,60,4,0.00022,0.00022,0,0.00022,0.00022,0.00022,1,0,60,0,0,0,0,58,58,6563.53,58,4545.45,1,"Reconnaissance","Service_Scan"
"3630744",1,2,120,1,0.001468,0.001468,0,0.001468,0.001468,0.001468,1,1,60,60,681.198914,0,0,214,214,1415.27,100,1362.4,1,"Reconnaissance","Service_Scan"
"3597320",1,2,120,1,4.7e-05,4.7e-05,0,4.7e-05,4.7e-05,4.7e-05,1,1,60,60,21276.595703,0,0,207,207,22519.6,100,42553.2,1,"Reconnaissance","Service_Scan"
"3586851",1,1,60,3,0,0,0,0,0,0,1,0,60,0,0,0,0,145,145,19144,100,0,1,"Reconnaissance","OS_Fingerprint"
"3627649",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,100,100,0,100,0,1,"Reconnaissance","Service_Scan"
"3585154",1,2,120,1,0.000498,0.000498,0,0.000498,0.000498,0.000498,1,1,60,60,2008.032104,0,0,199,199,4542.25,100,4016.06,1,"Reconnaissance","OS_Fingerprint"
"3615843",1,13,1113,6,0.197837,0.197837,0,0.197837,0.197837,0.197837,7,6,532,581,60.655994,30.327997,25.273333,1300,1300,65.5335,100,65.55,1,"Reconnaissance","Service_Scan"
"3647880",1,2,134,1,0.00025,0.00025,0,0.00025,0.00025,0.00025,1,1,74,60,3999.999756,0,0,202,202,8395.63,100,8000,1,"Reconnaissance","Service_Scan"
"3622737",1,2,120,1,5.6e-05,5.6e-05,0,5.6e-05,5.6e-05,5.6e-05,1,1,60,60,17857.142578,0,0,200,200,31642.6,100,35663.3,1,"Reconnaissance","Service_Scan"
"3665232",1,2,120,1,0.000993,0.000993,0,0.000993,0.000993,0.000993,1,1,60,60,1007.049377,0,0,198,198,753.861,100,2014.1,1,"Reconnaissance","Service_Scan"
"3647786",1,2,134,1,0.001022,0.001022,0,0.001022,0.001022,0.001022,1,1,74,60,978.473572,0,0,202,202,96.1063,100,1956.95,1,"Reconnaissance","Service_Scan"
"3628831",1,2,120,1,6.8e-05,6.8e-05,0,6.8e-05,6.8e-05,6.8e-05,1,1,60,60,14705.881836,0,0,200,200,5657.87,100,29411.8,1,"Reconnaissance","Service_Scan"
"3667983",1,2,120,1,0.000142,0.000142,0,0.000142,0.000142,0.000142,1,1,60,60,7042.253418,0,0,198,200,15561.8,99,14901.8,1,"Reconnaissance","Service_Scan"
"3612288",1,2,120,1,6.1e-05,6.1e-05,0,6.1e-05,6.1e-05,6.1e-05,1,1,60,60,16393.443359,0,0,200,200,29708.9,100,32786.9,1,"Reconnaissance","Service_Scan"
"3661061",6,1,60,4,4.7e-05,4.7e-05,0,4.7e-05,4.7e-05,4.7e-05,1,0,60,0,0,0,0,58,58,7281.55,58,21276.6,1,"Reconnaissance","Service_Scan"
"3637547",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,88,88,79929,88,34682.1,1,"Reconnaissance","Service_Scan"
"3596788",1,2,120,1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,60,60,76923.078125,0,0,201,201,21238.4,100,153846,1,"Reconnaissance","Service_Scan"
"3621631",1,2,120,1,6.4e-05,6.4e-05,0,6.4e-05,6.4e-05,6.4e-05,1,1,60,60,15625,0,0,198,200,50190.1,99,31523.6,1,"Reconnaissance","Service_Scan"
"3607439",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,57,57,33039.6,57,54054.1,1,"Reconnaissance","Service_Scan"
"3666867",1,2,120,1,0.00334,0.00334,0,0.00334,0.00334,0.00334,1,1,60,60,299.401184,0,0,200,200,1169.41,100,598.802,1,"Reconnaissance","Service_Scan"
"3612415",1,2,120,1,2e-05,2e-05,0,2e-05,2e-05,2e-05,1,1,60,60,50000,0,0,1002,1002,14.2899,100,1e+05,1,"Reconnaissance","Service_Scan"
"3654323",1,2,120,1,0.004016,0.004016,0,0.004016,0.004016,0.004016,1,1,60,60,249.003998,0,0,197,197,603.521,100,498.008,1,"Reconnaissance","Service_Scan"
"3594326",1,2,120,1,0.000246,0.000246,0,0.000246,0.000246,0.000246,1,1,60,60,4065.040527,0,0,200,200,3217.81,100,8130.08,1,"Reconnaissance","OS_Fingerprint"
"3660129",6,1,60,4,0.000193,0.000193,0,0.000193,0.000193,0.000193,1,0,60,0,0,0,0,237,55,6856.02,57,5181.35,1,"Reconnaissance","Service_Scan"
"3640808",6,1,60,4,0.000148,0.000148,0,0.000148,0.000148,0.000148,1,0,60,0,0,0,0,58,58,8196.72,58,6756.76,1,"Reconnaissance","Service_Scan"
"3583891",1,2,120,1,0.000686,0.000686,0,0.000686,0.000686,0.000686,1,1,60,60,1457.725952,0,0,195,195,1357.24,100,2915.45,1,"Reconnaissance","OS_Fingerprint"
"3617225",1,13,1113,6,0.200095,0.200095,0,0.200095,0.200095,0.200095,7,6,532,581,59.971516,29.985758,24.988131,1300,1300,65.3568,100,65.4764,1,"Reconnaissance","Service_Scan"
"3629724",2,3,180,1,0.003213,0.003213,0,0.003213,0.003213,0.003213,2,1,120,60,622.471191,311.235596,0,361,361,939.011,100,933.707,1,"Reconnaissance","Service_Scan"
"3645929",1,2,120,1,7.1e-05,7.1e-05,0,7.1e-05,7.1e-05,7.1e-05,1,1,60,60,14084.506836,0,0,200,200,17035.8,100,28169,1,"Reconnaissance","Service_Scan"
"3662794",6,1,60,4,2e-04,2e-04,0,2e-04,2e-04,2e-04,1,0,60,0,0,0,0,57,57,8138.9,57,5000,1,"Reconnaissance","Service_Scan"
"3580486",1,12,887,6,6.056671,0.04016,0.009214,0.08032,0.030946,0.049374,7,5,474,413,1.816179,0.990643,0.660429,297,297,6.53548,100,1.98129,1,"Reconnaissance","OS_Fingerprint"
"3617658",1,13,1113,6,0.199126,0.199126,0,0.199126,0.199126,0.199126,7,6,532,581,60.263348,30.131674,25.10973,1303,1303,65.4592,100,62.6796,1,"Reconnaissance","Service_Scan"
"3589352",1,2,120,1,7.4e-05,7.4e-05,0,7.4e-05,7.4e-05,7.4e-05,1,1,60,60,13513.512695,0,0,262,262,29480,100,27027,1,"Reconnaissance","OS_Fingerprint"
"3582861",1,2,120,1,0.00366,0.00366,0,0.00366,0.00366,0.00366,1,1,60,60,273.22406,0,0,197,197,554.991,100,546.448,1,"Reconnaissance","OS_Fingerprint"
"3635303",1,2,120,1,0.000511,0.000511,0,0.000511,0.000511,0.000511,1,1,60,60,1956.947144,0,0,351,193,55.9597,100,3913.89,1,"Reconnaissance","Service_Scan"
"3630957",1,2,120,1,0.000886,0.000886,0,0.000886,0.000886,0.000886,1,1,60,60,1128.668213,0,0,212,212,1534.1,100,2257.34,1,"Reconnaissance","Service_Scan"
"3626331",1,2,120,1,0.001454,0.001454,0,0.001454,0.001454,0.001454,1,1,60,60,687.757874,0,0,200,200,1650.75,100,1375.52,1,"Reconnaissance","Service_Scan"
"3667223",1,2,120,1,0.001131,0.001131,0,0.001131,0.001131,0.001131,1,1,60,60,884.173279,0,0,199,199,782.101,100,1768.35,1,"Reconnaissance","Service_Scan"
